user_input,reference_contexts,query_style,source_file
¿Cómo puedo postular al subsidio DS1 Tramo 1 paso a paso?,"['# Paso a paso para postular DS1 Tramo 1\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta).\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web registro social, llamar al fono o dirigirse a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web minvu o llamando a Minvu Aló.\n']",Orientado a la Acción,BD1-00571
"Si yo acabo de abrir una cuenta de ahorro para la vivienda, ¿cuándo podré postular al DS1 Tramo 2 y qué pasos debo seguir?","['# Paso a paso para postular DS1 Tramo 2\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta).\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web registro social, llamar al fono o dirigirse a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web Minvu o llamando a Minvu Aló.\n']",Caso Hipotético en Primera Persona,BD1-00572
postular leasing habitacional pasos,"['# Paso a paso para postular Leasing Habitacional\n\nSe postula en forma individual.\n\nSe accede en arrendamiento con promesa de compraventa viviendas nuevas o usadas. Una vez enterado el precio prometido de venta, la vivienda se traspasa al arrendatario promitente comprador.\n\nEn el plazo del contrato, el interesado arrienda la vivienda y ahorra para su compra.\n\nLa vivienda se paga con el subsidio y con la parte del aporte mensual que se destina a enterar el precio del inmueble, más aportes contados que el interesado pudiera efectuar. El aporte mensual considera lo que destina al arriendo (renta de arrendamiento) y lo destinado a enterar el pago del precio de la vivienda prometida comprar (ir pagando la vivienda), así como otros cargos convenidos en el contrato (por ejemplo, seguros).\n\nEl programa otorga subsidios de diferente valor, dependiendo del precio de la vivienda, de la región donde ésta se encuentra y de su ubicación en zonas de renovación urbana o desarrollo prioritario, zonas de conservación histórica o si se aplica sobre un inmueble de conservación histórica.\n']",Buscador de Palabras Clave,BD1-00573
¿Qué requisitos tengo que cumplir para postular al subsidio DS1 Tramo 1?,"['# Requisitos generales para postular DS1 Tramo 1\n\nRequisitos generales para postular:\n\nTener mínimo 18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas postulantes extranjeras deberán contar con su Cédula de Identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones.\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n\nAcreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación. A partir de esa fecha no deberá efectuar giros en la cuenta.\n\nEstar inscrito en el Registro Social de Hogares (RSH) y no superar el tramo del 60% de calificación socioeconómica. Las personas Adultas Mayores que postulen al Tramo 1 podrán pertenecer hasta el 90% más vulnerable de la población, de acuerdo con el RSH.\n\nEn caso de postular colectivamente el grupo debe:\n\nTener un mínimo de 10 integrantes.\n\nPostular a través de una Entidad Patrocinante.\n\nContar con un proyecto habitacional aprobado por el Serviu.\n']",Duda Directa sobre Restricciones,BD1-00574
¿Qué documentos y requisitos necesito para postular al DS1 Tramo 2?,"['# Requisitos generales para postular DS1 Tramo 2\n\nRequisitos generales para postular:\n\nTener mínimo18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas postulantes extranjeras deberán contar con su Cédula de identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones.\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n\nAcreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación. A partir de esa fecha no deberá efectuar giros en la cuenta.\n\nEstar inscrito en el Registro Social de Hogares (RSH) y no superar el tramo del 80% de calificación socioeconómica. Las personas Adultas Mayores que postulen al Tramo 2 podrán pertenecer hasta el 90% más vulnerable de la población, de acuerdo con el RSH.\n\nLas personas deberán contar, además, con una preaprobación de crédito hipotecario, emitida por una entidad crediticia (bancos, cooperativas, etc.).\n\nEn caso de postular colectivamente el grupo debe:\n\nTener un mínimo de 10 integrantes.\n\nPostular a través de una Entidad Patrocinante.\n\nContar con un proyecto habitacional aprobado por el Serviu.\n']",Orientado a la Acción,BD1-00575
¿Qué necesito para postular al subsidio DS1 tramo 3? ¿Cuáles son los requisitos y papeles que tengo que presentar?,"['# Requisitos generales para postular DS1 Tramo 3\n\nRequisitos generales para postular:\n\nTener mínimo 18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas postulantes extranjeras deberán contar con su Cédula de identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones.\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n\nAcreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación. A partir de esa fecha no deberá efectuar giros en la cuenta.\n\nContar con RSH. Si supera el tramo del 90% de vulnerabilidad socioeconómica, no deberá exceder los topes de ingresos mensuales familiares establecidos para cada llamado de postulación.\n\nLas personas deberán contar, además, con una preaprobación de crédito hipotecario, emitida por una entidad crediticia (bancos, cooperativas, etc.).\n\nEn caso de postular colectivamente el grupo debe:\n\nTener un mínimo de 10 integrantes.\n\nPostular a través de una Entidad Patrocinante.\n\nContar con un proyecto habitacional aprobado por el Serviu.\n']",Colloquial Chileno Natural,BD1-00576
kiero saber los reqs pa el leasing habitacional,"['# Requisitos generales para postular Leasing Habitacional\n\nSer mayor de edad.\n\nEstar inscrito en el Registro Único de Inscritos del SERVIU. El interesado no puede tener más de una inscripción en el registro.\n\nNo ser propietarios de una vivienda (postulante y cónyuge).\n\nNo haber sido beneficiados anteriormente con vivienda o subsidio habitacional proporcionado por el Estado o las municipalidades (postulante y cónyuge).\n\nSer titular de una Cuenta de Ahorro para Arrendamiento de Viviendas con Promesa de Compraventa (cuenta ahorro “Leasing Habitacional”), el postulante o el cónyuge.\n\nNo tener suscrito más de un contrato de arrendamiento con promesa de compraventa con una o más sociedades inmobiliarias (postulante o cónyuge).\n\nNo podrán inscribirse ambos cónyuges separadamente.\n']",Mal redactado / Errores ortográficos,BD1-00577
¿Cuáles son los requisitos y limitaciones para postular al subsidio DS49 de vivienda?,"['# Subsidio para comprar una vivienda construida de hasta 950 UF DS49\n\n¿En qué consiste el Programa?\n\nPermite a familias que no son dueñas de una vivienda y viven en una situación de vulnerabilidad social y necesidad habitacional, comprar una vivienda construida sin deuda hipotecaria, o bien, integrarse a una de las iniciativas de la nómina de proyectos habitacionales del SERVIU de la región.\n\nEl aporte del Estado está compuesto por un subsidio base de 314 UF, el cual puede aumentar según la ubicación geográfica de la vivienda y subsidios complementarios que dependen de las características del grupo familiar que postula y la vivienda que se espera comprar.\n\n¿Cómo se financia la compra de una vivienda?\n\nAHORRO + APORTE DEL ESTADO (SUBSIDIO BASE MAS COMPLEMENTARIO) + APORTES ADICIONALES OPCIONALES\n\nRequisitos generales para postular:\n\nTener mínimo 18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente. Las personas extranjeras deben presentar Cédula de Identidad para Extranjeros con permanencia definitiva y Certificado de Permanencia Definitiva (emitido por el Departamento de Extranjería del Ministerio del Interior o por Policía de Investigaciones de Chile).\n\nEstar inscrito en el Registro Social de Hogares (RSH) y no superar el tramo de calificación socioeconómica del 40% más vulnerable de la población.\n\nAcreditar en el RSH un grupo familiar. No pueden postular personas solas (familias unipersonales) excepto los Adultos Mayores, viudos/as o aquellas que tengan un grado de discapacidad (acreditada ante el COMPIN), calidad de indígenas o sean reconocidas en el Informe Valech.\n\nTener una cuenta de ahorro para la vivienda con un ahorro mínimo de 10 UF, a más tardar el último día hábil del mes anterior a la postulación.\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro.\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socieconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web de registro social, llamar al fono o asistir a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web del minvu o llamando a Minvu Aló.\n\nBeneficios para personas con discapacidad en programas Minvu\n\nEste subsidio habitacional considera una atención especial para grupos familiares que cuenten con algún integrante que pertenezca al Registro Nacional de la Discapacidad.\n\nLas medidas especiales establecidas son las siguientes:\n\nLas personas inscritas en el Registro Nacional de la Discapacidad pueden postular sin acreditar un grupo familiar (postulante unipersonal).\n\nPuntaje adicional, al momento de ser evaluada la postulación a este subsidio habitacional, por cada miembro integrante del núcleo familiar que se encuentre inscrito en el Registro Nacional de la Discapacidad. A ello se suma una bonificación del 50% de la puntuación obtenida en los factores de puntaje «núcleo familiar» (si acreditan), «vulnerabilidad habitacional» y «antigüedad de postulación y ahorro».\n\nLas personas o familias que obtengan este subsidio recibirán un aporte adicional de hasta 20 UF u 80 UF en caso de movilidad reducida, para financiar obras en la vivienda que contribuyan a superar las limitaciones que afecten al integrante del grupo familiarcon discapacidad.\n']",Duda Directa sobre Restricciones,BD1-00578
kiero saber donde estan esas zonas ds19 en comunas centrales y pericentrales pa ver si puedo postular,"['# Zonas DS 19 en Comunas Centrales y Pericentrales\n\nPara aplicación de Incentivos del Artículo 7, letra c), del Programa de Integración Social y Territorial D.S. N° 19, (V. y U.), de 2016, y sus modificaciones\n\nDentro de las recientes modificaciones realizadas por el D.S. N° 16, (V. y U.), de 2020 (publicado en Diario Oficial de fecha 23/07/2020) al D.S. N° 19, (V. y U.), de 2016, Programa de Integración Social y Territorial, se establece en su Artículo 7, letra c), incentivos a la localización de Proyectos en Zonas de comunas Centrales y Pericentrales, bien localizadas, con un alto estándar de servicios y equipamientos, donde exista déficit habitacional aún por atender y donde habitualmente el Programa D.S. N° 19 no ha logrado cobertura.\n\nPara materializar este objetivo, mediante las Resoluciones Exentas N° 1.414, (V. y U.), de 01/09/2021 (Diario Oficial de 06/09/2021), y sus modificaciones; N° 466, (V. y U.), de 14/04/2021 (Diario Oficial de 19/04/2021) y N° 1.219, (V. y U.), de 13/08/2020 (Diario Oficial de 02/09/2020), se han definido 43 Zonas DS 19 en Comunas Centrales y Pericentrales, de 14 Regiones del país.\n\nLas Zonas DS 19 en Comunas Centrales y Pericentrales, están vinculadas a centros o subcentros de la ciudad, bien conectadas a los centros de trabajo, equipamiento y servicios, con acceso a espacios públicos y adecuada accesibilidad, o a algunas de las zonas de interés público establecidas en la Resolución N° 863, (V. y U.), de 2018, en las que se podrán desarrollar proyectos en el marco del D.S. N° 19, que consideren un porcentaje de viviendas cuyo precio de venta exceda los máximos señalados en la letra a) del Artículo 7 (Precio de venta máximo de las viviendas, según lo establezca la Resolución que disponga el Llamado a Concurso Nacional de cada año).\n\nEn esta sección figuran los polígonos de dichas Zonas, donde se pueden desarrollar proyectos habitacionales del D.S. N° 19, y aplicar allí los incentivos del Artículo 7, letra c). Mayor detalle de los respectivos planos y de sus polígonos, están disponibles para consulta en la SEREMI MINVU de la Región respectiva.\n']",Mal redactado / Errores ortográficos,BD1-00579
¿Cuál es el ahorro mínimo que tengo que tener para postular a un subsidio habitacional y hasta cuándo debo depositarlo?,"['# Cuál es el monto mínimo del ahorro para POSTULAR a un subsidio habitacional\n\nEl monto del ahorro mínimo dependerá del programa habitacional al que se quiera postular, el cual deberá estar depositado en la cuenta para la vivienda, a más tardar el último día del mes anterior a la postulación y a partir de esa fecha no se deberán efectuar giros en la cuenta.\n']",Duda Directa sobre Restricciones,BD1-00539
"Si me aprueban el subsidio de vivienda, ¿dónde tengo que ir a cobrarlo?","['# Dónde cobro el subsidio\n\nEs una gestión que realiza cada SERVIU, previa revisión de la documentación que exige cada programa habitacional.\n']",Caso Hipotético en Primera Persona,BD1-00540
"Oye, ¿dónde puedo abrir una cuenta de ahorro para la vivienda? Necesito saber en qué banco","['# Dónde se abre una cuenta de ahorro para la vivienda\n\nPuedes abrirla en un entidad bancaria con la cual estableces un contrato que indica el mínimo de ahorro a reunir, de acuerdo al programa habitacional al que planeas postular.\n']",Colloquial Chileno Natural,BD1-00541
prórroga certificado subsidio,"['# Es posible pedir prórroga de los certificados de subsidio\n\nSí, es posible y los requisitos para ello dependerán de cada programa habitacional.\n']",Buscador de Palabras Clave,BD1-00542
"Oye, ¿cuánto tiempo tiene que estar abierta la cuenta de ahorro para la vivienda si quiero postular al subsidio de sectores medios?",['# Qué antigüedad debe tener la cuenta de ahorro para la vivienda\n\nSolo en el caso del subsidio de sectores medios se exige antigüedad de la cuenta de ahorro al menos de 12 meses.\n'],Colloquial Chileno Natural,BD1-00543
¿Qué es el Registro Social de Hogares y para qué sirve?,"['# Qué es el Registro Social de Hogares (RSH)\n\nEl Registro Social de Hogares, sistema de información administrado por el Ministerio de Desarrollo Social que otorga calificación socioeconómica de las familias para definir a qué prestaciones o beneficios del Estado pueden acceder.\n']",Principiante / Educativo,BD1-00544
k e es movilidad habitacional?,"['# Qué es movilidad habitacional\n\nEs un trámite que realiza SERVIU ante la solicitud de una persona que obtuvo vivienda con subsidio y desea venderla, antes de cumplir el plazo de la prohibición.\n']",Mal redactado / Errores ortográficos,BD1-00545
"Si estoy pensando en comprar mi primera casa, ¿qué es el subsidio habitacional y cómo funciona?","['# Qué es un subsidio habitacional\n\nEl subsidio es un aporte económico, de Estado para las familias que requieren apoyo para financiar la compra de su primera vivienda. Este aporte estatal no se restituye y para obtenerlo es necesario postular en las fechas que el Minvu establece cada programa habitacional.\n']",Caso Hipotético en Primera Persona,BD1-00546
"Si tengo 22 años, soy chileno y tengo una cuenta de ahorro para vivienda de 14 meses, ¿qué requisitos debo cumplir para postular al subsidio habitacional?",['# Qué requisitos básicos debo cumplir para postular a un subsidio habitacional\n\nTener mínimo18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas extranjeras deben presentar Cédula de Identidad para Extranjeros con permanencia definitiva y Certificado de Permanencia Definitiva (emitido por el Departamento de Extranjería del Ministerio del Interior o por Policía de Investigaciones de Chile).\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n'],Caso Hipotético en Primera Persona,BD1-00547
subsidios habitacionales tipos comprar construir arrendar ampliar,"['# Qué tipos de subsidios habitacionales existen\n\nEn materia habitacional los subsidios que entrega el Minvu permiten comprar, construir, arrendar, mejorar el entorno o ampliar una vivienda.\n']",Buscador de Palabras Clave,BD1-00548
"Si obtengo un certificado de subsidio, ¿cuánto tiempo es válido antes de que expire?","['# Qué vigencia tienen los certificados de subsidio\n\nEl certificado de subsidio tiene una VIGENCIA de 21 meses, desde la fecha de su emisión.\n']",Caso Hipotético en Primera Persona,BD1-00549
"Oye, cuéntame qué ofrece el crédito hipotecario del Banco Estado, tipo cuánto financiamiento da, los plazos, meses de gracia y si hay alguna ventaja con el plan de cuenta","['# Principales características de nuestros Créditos Hipotecarios\n\nFinanciamiento hasta 90%\n\nPara la compra de propiedades nuevas o usadas, sujeto a evaluación comercial y de riesgo.\n\nPlazo de 8 hasta 30 años\n\nDependiendo del tipo de producto, plazos de 8, 12, 15, 20, 25 y 30 años.\n\nHasta 6 meses de gracia\n\nPara pagar el primer dividendo.\n\nHasta 2 meses de no pago\n\nDurante el año, a partir del segundo año del crédito.\n\nTasa preferencial\n\nAl tener o contratar plan de cuenta, según renta, y pago automático del dividendo (PAC).\n\nComplementa renta\n\nCon un familiar o no para optar a un mayor financiamiento\n']",Colloquial Chileno Natural,BD1-00102
kiero saber q reqs pa un credito hipotecario?,"['# Requisitos para obtener un crédito hipotecario\n\nRequisitos para obtener un crédito hipotecario:\n\nMayor de 18 años.\n\nNacionalidad chilena o extranjera con permanencia definitiva.\n\nAntecedentes comerciales de acuerdo con la Política Crediticia del Banco.\n\nAcreditar domicilio.\n\nAcreditar cuota contado (pie) requerida para optar al financiamiento hipotecario.\n\nSi eres trabajadores dependientes debes acreditar una antigüedad laboral de a lo menos 1 año.\n\nSi eres trabajador Independiente con título profesional, debes tener a lo menos 1 año desde la Iniciación de Actividades y, con título técnico, comisionista u otra prestación de servicios, debes tener a lo menos 2 años desde la Iniciación de Actividades.\n\nSi eres Socio de Empresa debes tener a lo menos 2 años de antigüedad.\n']",Mal redactado / Errores ortográficos,BD1-00103
kiero saber como funciona eso de complementa renta pa un credito hipotecario y q personas pueden ser el tercero o fiador,"['# Complemento de renta para un crédito hipotecario\n\nLa complementación de renta permite optar a un mayor financiamiento:\n\nPuede ser un familiar o no.\n\nPuede ser un segundo titular o un fiador y codeudor solidario.\n\nDebe acreditar ingresos al igual que el titular principal.\n\nDebe acreditar antecedentes comerciales de acuerdo con la Política Crediticia del Banco.\n\nSi se complementa renta, el tercero es también responsable del pago como fiador y codeudor, o como segundo titular. En el caso de un crédito para compraventa, el tercero podrá ser comprador o sólo fiador y codeudor solidario, según lo requiera el Cliente y la persona que complementa renta con este.\n']",Mal redactado / Errores ortográficos,BD1-00104
"Si estoy a punto de cerrar un crédito hipotecario, ¿qué gastos operacionales tengo que provisionar antes de firmar?","['# Gastos Operacionales para crédito hipotecario\n\nCorresponden a los gastos estimados asociados a tu crédito hipotecario. Estos gastos debes provisionarlos una vez que tengas tu crédito aprobado para el pago de los siguientes ítems:Tasación, informe que realiza un tasador (ente externo al Banco) que permite conocer el valor comercial de la propiedad y definir el monto que el Banco podrá financiar. El costo de la tasación va a depender de la localidad y del valor de la propiedad.Estudio de Títulos, informe legal de la propiedad que permite asegurar que no exista ninguna situación de ámbito legal que impida su venta o la posterior inscripción de la hipoteca en el Conservador de Bienes Raíces, por ejemplo que la propiedad no esté sujeta a expropiación o que todas las contribuciones están pagadas, que los cambios de dueños anteriores estén en regla, etc. Con el estudio de títulos aprobado se confecciona la Escritura de compraventa.\n\nConfección de la Escritura, documento que confecciona el área legal del Banco, en él se pactan las condiciones de compraventa de la propiedad y se especifican las condiciones del crédito hipotecario.Gastos notariales: corresponden al pago de impuestos y honorarios, pago se realiza en la Notaría al momento de la firma de la escritura y pueden variar según el valor de la vivienda y la localidad en dónde se encuentre la notaria.Inscripción en el Conservador de Bienes Raíces: Una vez firmada la Escritura por todas las partes involucradas, se ingresa al Conservador de Bienes Raíces, en donde se inscribe la propiedad a nombre del nuevo comprador, acreditando su dominio sobre ella y la hipoteca a favor de BancoEstado. El costo asociado a esta inscripción corresponde a un porcentaje sobre el valor de la vivienda.\n']",Caso Hipotético en Primera Persona,BD1-00105
"Oye, ¿qué seguros tengo que pagar si hago un crédito hipotecario y qué seguros son opcionales?","['# Seguros para crédito hipotecario\n\nSeguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.\n\nSeguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.\n']",Colloquial Chileno Natural,BD1-00106
"Oye, ¿cómo funciona la tasa fija en el crédito hipotecario? ¿Se queda la misma durante todo el plazo?","['# Tasa de interés para crédito hipotecario\n\nPuedes optar a una tasa de interés fija, lo que implica que la tasa pactada en el origen del crédito, se mantendrá durante todo el período del crédito.\n']",Colloquial Chileno Natural,BD1-00107
kiero saber q docu legles pa un credito hipotecario,['# Documentos legales para crédito hipotecario\n\n\n'],Mal redactado / Errores ortográficos,BD1-00108
"Oye, ¿me puedes decir al tiro cómo abro la cuenta de ahorro para la vivienda en la app del Banco Estado?",['# Cómo contratar tu cuenta de ahorro para la vivienda\n\nPaso 1: Ingresa a la App Banco estado\n\nPaso 2: Dirígete a la opción menú productos\n\nPaso 3: Selecciona abrir Cuenta de Ahorro Vivienda\n'],Colloquial Chileno Natural,BD1-00513
kiero saber q beneficios tiene la cuenta de ahorro vivienda y como funciona la libreta,"['# Beneficios de tu Cuenta de Ahorro Vivienda\n\nCuenta unipersonal y reajustable de acuerdo a la variación de la UF, con la que puedes postular a Subsidio Habitacional\n\nTarjeta de Cajero Automático BancoEstado gratuita: Reciba su tarjeta al operar en toda la red de cajeros BancoEstado\n\nUtiliza tu Cuenta con o sin Libreta: Si decides no utilizar Libreta obtendrás una mayor Tasa de Interés\n\nPrograma tu Ahorro mensual desde $1.000: Puedes programar un ahorro mensual con cargo a tus cuentas de débito.\n\nPuedes postular al Subsidio Habitacional del MINVU: Servicio disponible en línea con MINVU.\n']",Mal redactado / Errores ortográficos,BD1-00514
¿Qué es la Cuenta de Ahorro Vivienda y para qué sirve?,"['# Qué es la Cuenta de Ahorro Vivienda\n\nEs una Cuenta unipersonal y reajustable de acuerdo a la variación de la UF, con la que puedes postular a Subsidio Habitacional.\n\nGana intereses y reajustes anualmente por los Depósitos mantenidos por 90 días o más en tu Cuenta. Además, te permite realizar giros de hasta 30 UF diarias, o montos mayores con un aviso de 7 días de anticipación.\n\nCon esta Cuenta de ahorro puedes postular al Subsidio Habitacional del D. S. Nº 40 de 2004 del Ministerio de Vivienda y Urbanismo, inmediatamente después de haber completado el ahorro mínimo exigido. También puedes postular al Subsidio General de Interés Territorial (ex Renovación Urbana) o de Rehabilitación Patrimonial contemplado en el D. S. Nº 40/2004 del MINVU.\n']",Principiante / Educativo,BD1-00515
cuenta ahorro vivienda documentos,['# Qué documentos se necesitan para abrir la Cuenta de Ahorro Vivienda\n\nCédula de Identidad.\n\nDocumentar origen de fondos cuando corresponda.\n'],Buscador de Palabras Clave,BD1-00516
"Si tengo 20 años, soy persona natural y nunca he tenido una cuenta de ahorro vivienda, ¿qué requisitos debo cumplir para abrir una?","['# Cuáles son los requisitos para la Cuenta de Ahorro Vivienda\n\nLos requisitos son:\n\nSer Persona Natural\n\nSer mayor de 18 años.\n\nNo tener otra Cuenta de Ahorro Vivienda en el sistema financiero.\n\nRealizar un Depósito de apertura de al menos UF 0,5.\n']",Caso Hipotético en Primera Persona,BD1-00517
"Si quiero comprar una vivienda nueva y necesito un crédito hipotecario, ¿qué condiciones de financiamiento y tasa de interés me pueden ofrecer el banco?","['# Programa de Apoyo a la Vivienda Nueva con Tasa de Interés Subsidiada y Garantía Estatal FOGAES\n\nTe apoyamos para la compra de tu vivienda nueva, con y sin subsidio.\n\nEste Programa permite al Banco entregar a las personas y familias mejores condiciones comerciales para acceder a un Créditos Hipotecario para financiar una vivienda nueva, con una tasa de interés rebajada, alcanzando hasta el 90% de financiamiento y plazo de hasta 30 años para pagar.\n']",Caso Hipotético en Primera Persona,BD1-00126
¿Qué requisitos y limitaciones tengo que cumplir para poder acceder a la tasa de interés subsidiada y a la garantía estatal FOGAES?,"['# Requisitos necesarios para acceder a Tasa de Interés Subsidiada y Garantía Estatal FOGAES\n\nRequisitos necesarios para acceder a este programa:\n\nSolo para personas naturales.\n\nViviendas nuevas, es decir la primera venta de la vivienda.\n\nEl valor de la vivienda debe ser hasta UF 4.000, incluyendo estacionamiento y bodega para departamentos.\n\nEn el caso de Créditos Hipotecarios con Subsidio Habitacional MINVU, el valor de la propiedad no puede superar las UF 3.000.\n\nCliente no debe tener una promesa de compraventa suscrita con anterioridad al 31 de diciembre de 2024.\n\nCliente no debe estar inscrito en el Registro Nacional de Deudores de Pensión de Alimentos que Regula la Ley N°21.389.\n\nCumplir con las políticas de evaluación comercial y de riesgo definidas por el Banco.\n']",Duda Directa sobre Restricciones,BD1-00127
"Si tengo un subsidio MINVU y quiero comprar mi primera vivienda nueva, ¿qué programa de apoyo con tasa subsidiada me puede ayudar?","['# En qué consiste el programa de apoyo a la vivienda nueva con tasa subsidiada\n\nEste programa busca facilitar el acceso a créditos hipotecarios, permitiendo a las familias comprar una vivienda con mejores condiciones de financiamiento. Está destinado a la compra de una vivienda nueva y de la primera vivienda en el caso de familias que tengan un subsidio MINVU asignado.\n']",Caso Hipotético en Primera Persona,BD1-00128
"Si solo cuento con el 10% del valor de una casa que quiero comprar, ¿hasta cuánto me pueden financiar y qué beneficios tendría en la tasa de interés?","['# ¿Cuáles son los beneficios de este financiamiento?\n\nEste programa permite financiar hasta un 90% del valor de la propiedad (menor valor entre la tasación y el precio de venta de la vivienda), en un plazo de hasta 30 años y con un subsidio a la tasa de interés de 60 puntos base por todo el periodo del crédito (0,6 puntos porcentuales).\n']",Caso Hipotético en Primera Persona,BD1-00129
requisitos crédito hipotecario vivienda nueva valor máximo UF,"['# ¿Cuáles son los requisitos que se deben cumplir para acceder a este financiamiento?\n\nLos requisitos para acceder a este financiamiento son los siguientes:\n\nSolo para personas naturales con o sin giro comercial\n\nQue se trate de viviendas nuevas (primera venta efectuada sobre la propiedad).\n\nValor de la vivienda hasta UF4.000. (incluyendo estacionamiento y bodega para departamentos)\n\nValor de la vivienda hasta UF3.000, cuando se trate de créditos hipotecarios complementarios al Subsidio Habitacional regulado por el D.S. 15 de 2024.\n\nNo contar con una promesa de compraventa suscrita con anterioridad al 31 de diciembre de 2025.\n\nNo estar inscritos en el Registro Nacional de Deudores de Pensión de Alimentos que Regula la Ley N°21.389.\n']",Buscador de Palabras Clave,BD1-00130
"Si yo quiero comprar una vivienda usada, ¿puedo acceder a este financiamiento?",['# Se puede acceder a este financiamiento para comprar una vivienda usada\n\nEste programa está dirigido solo a la compra de viviendas nuevas (primera venta efectuada sobre la propiedad).\n'],Caso Hipotético en Primera Persona,BD1-00131
